th,delay,loss
792000.0,55,0.02186234817813765
1010000.0,55,0.003229974160206718
996000.0,55,0.0
998000.0,55,0.0
1000000.0,55,0.0
992000.0,55,0.0
999000.0,55,0.0078125
986000.0,55,0.003970880211780278
1000000.0,55,0.002607561929595828
992000.0,55,0.001978891820580475
1010000.0,55,0.0
1000000.0,55,0.0
998000.0,55,0.0
984000.0,55,0.0033178500331785005
1010000.0,55,0.0
994000.0,55,0.0
997000.0,55,0.0006565988181221273
1010000.0,55,0.0
988000.0,55,0.00985545335085414
995000.0,55,0.0
1000000.0,55,0.0
975000.0,55,0.0356448476992871
959000.0,55,0.035596572181938034
965000.0,55,0.02836411609498681
992000.0,55,0.014332247557003257
989000.0,55,0.0033025099075297227
978000.0,55,0.036152356358941255
1000000.0,55,0.0
995000.0,55,0.003937007874015748
913000.0,55,0.09191655801825294
940000.0,55,0.04590818363273453
909000.0,55,0.086899275839368
853000.0,55,0.1474442988204456
883000.0,55,0.12759067357512954
891000.0,55,0.10643889618922471
992000.0,55,0.001978891820580475
990000.0,55,0.006574621959237344
938000.0,55,0.06098360655737705
1010000.0,55,0.005821474773609315
995000.0,55,0.003934426229508197
999000.0,55,0.0
995000.0,55,0.0
997000.0,55,0.0
999000.0,55,0.0
997000.0,55,0.002621231979030144
995000.0,55,0.0
1010000.0,55,0.0019392372333548805
998000.0,55,0.0
998000.0,55,0.00587467362924282
905000.0,55,0.0823920265780731
1000000.0,55,0.0
1010000.0,55,0.0
993000.0,55,0.0039447731755424065
990000.0,55,0.003955174686882004
995000.0,55,0.0
996000.0,55,0.014267185473411154
999000.0,55,0.0
992000.0,55,0.0046022353714661405
835000.0,55,0.1623931623931624
984000.0,55,0.022786458333333332
964000.0,55,0.029683377308707123
912000.0,55,0.08840864440078586
949000.0,55,0.006854009595613434
988000.0,55,0.06102117061021171
926000.0,55,0.06978275181040158
980000.0,55,0.009933774834437087
954000.0,55,0.04524590163934426
975000.0,55,0.04247104247104247
982000.0,55,0.0
1040000.0,55,0.0
967000.0,55,0.0
995000.0,55,0.0032808398950131233
992000.0,55,0.003947368421052632
1010000.0,55,0.0012911555842479018
987000.0,55,0.007251153592617007
1000000.0,55,0.006501950585175552
982000.0,55,0.003324468085106383
985000.0,55,0.018929503916449087
998000.0,55,0.0
993000.0,55,0.0026333113890717576
1010000.0,55,0.0
955000.0,55,0.030585106382978722
970000.0,55,0.04266321913380737
997000.0,55,0.02374839537869063
970000.0,55,0.005376344086021506
936000.0,55,0.05928853754940711
956000.0,55,0.045157068062827224
1010000.0,55,0.0006480881399870382
898000.0,55,0.09683794466403162
991000.0,55,0.005917159763313609
990000.0,55,0.002642007926023778
954000.0,55,0.04774362328319163
931000.0,55,0.07486979166666667
968000.0,55,0.022501654533421574
1010000.0,55,0.000649772579597141
1000000.0,55,0.00130718954248366
886000.0,55,0.11691704768125408
997000.0,55,0.0
998000.0,55,0.0006561679790026247
972000.0,55,0.021753460777851022
1050000.0,55,0.0
