qoe
6.78124
8.44372
8.0892
7.555720000000001
8.97348
9.682360000000001
8.70212
8.18592
8.2822
4.80724
6.951320000000001
9.107000000000001
7.0777600000000005
7.6440399999999995
7.950000000000001
8.358880000000001
8.1636
8.2988
8.20832
7.918920000000002
8.173720000000001
7.7317599999999995
7.94308
8.20332
7.646080000000001
8.170720000000001
8.3908
8.038640000000001
8.332400000000002
8.3374
8.379320000000002
8.297400000000001
8.302880000000002
7.682000000000001
5.51428
6.01508
7.9044
8.46416
8.075680000000002
8.39072
8.2262
8.32872
8.34216
8.40872
8.20932
8.423720000000001
8.65292
8.4008
8.22152
8.43544
8.350480000000001
7.300400000000001
8.359160000000001
8.937280000000001
8.964640000000001
7.800760000000001
8.15716
8.37688
8.49912
8.41792
8.38696
8.23168
8.110840000000001
8.479680000000002
8.318480000000001
8.2284
8.23272
8.70308
8.39024
8.20264
9.0254
8.63684
8.6534
8.35476
8.62648
8.35816
8.56404
8.75764
8.65908
8.49108
8.46312
8.43184
8.51328
8.44388
8.33076
8.46784
8.48236
8.504840000000002
8.342120000000001
8.67608
8.5768
8.53832
8.6304
8.71068
8.713400000000002
8.596
8.4644
8.38888
8.45068
8.38256
7.999240000000001
6.984680000000001
8.34476
9.56704
8.525840000000002
8.22976
8.360520000000001
8.35
8.533360000000002
8.54216
8.52556
8.425480000000002
8.40916
8.6238
8.466280000000001
8.772680000000001
8.648880000000002
8.6562
8.67596
8.30296
8.61212
8.54932
8.8472
8.81084
8.61492
8.28368
8.257200000000001
8.478000000000002
8.588640000000002
8.87632
8.7808
8.75684
8.40328
8.345600000000001
8.262680000000001
8.699600000000002
8.482360000000002
8.33708
8.61596
8.70796
8.26428
8.62636
8.82104
8.645240000000001
8.77792
8.37308
8.559840000000001
8.73352
8.5982
8.731760000000001
8.55832
6.9896400000000005
8.98084
8.919160000000002
8.410800000000002
8.55068
8.5338
8.67
8.37676
5.42424
9.06092
8.589960000000001
7.8964799999999995
8.409320000000001
8.28744
8.14704
8.17332
8.11344
8.247200000000001
8.20372
8.19772
8.14944
8.2582
8.17772
8.491240000000001
8.56392
8.453000000000001
8.39832
8.479040000000001
8.30756
8.31728
8.437320000000001
8.38184
8.7812
8.64872
8.768360000000001
8.63836
8.519680000000001
8.38052
8.4038
8.48576
8.49036
8.60824
8.77604
8.40864
8.42512
8.63724
8.51108
8.57592
8.66708
8.74304
8.1382
7.624720000000001
8.47008
9.14636
9.49512
8.05164
8.0404
8.149280000000001
8.42144
8.303200000000002
8.435640000000001
8.17684
7.650400000000001
1.8036400000000001
5.83492
5.522880000000001
5.416720000000001
7.302960000000001
8.19988
8.428360000000001
8.43848
8.3564
8.308000000000002
8.014040000000001
8.11564
8.45196
8.21468
8.48824
8.08664
8.431840000000001
8.43692
8.296240000000001
8.555520000000001
8.5274
8.566040000000001
8.43412
7.95124
8.294680000000001
8.35208
8.555800000000001
8.392880000000002
8.518040000000001
8.604400000000002
8.3154
8.601440000000002
8.19316
8.180640000000002
8.26792
8.255320000000001
8.240200000000002
8.309560000000001
7.16912
8.46712
8.010440000000001
8.20128
8.23752
7.905640000000001
8.1414
8.06924
7.985360000000001
7.653200000000001
7.742640000000001
7.9747200000000005
7.906440000000001
7.99476
7.829480000000001
8.012920000000001
7.9532799999999995
7.943
8.2086
8.4342
7.859160000000001
8.03764
8.06384
8.17712
8.07104
8.005
8.02904
8.15532
8.146600000000001
8.04772
8.06456
7.802440000000001
8.27692
8.1212
7.9006799999999995
8.1864
8.224480000000002
8.410440000000001
8.19828
8.55344
8.2074
8.496080000000001
8.37128
8.3152
8.537880000000001
8.4396
8.4602
