bandwith.googActualEncBitrate,bandwith.googAvailableSendBandwidth,bandwith.googAvailableReceiveBandwidth,bandwith.googRetransmitBitrate,bandwith.googTargetEncBitrate,bandwith.googTransmitBitrate,result.video.send.availableBandwidth,result.video.recv.availableBandwidth,result.results.packetsLost,result.results.packetsReceived,result.results.googTargetDelayMs,result.results.googCurrentDelayMs,result.results.googJitterBufferMs
1695864,3697843,0,0,1700000,1745008,441.8,0,23,178914,294,294,44
1674608,3697843,0,0,1700000,1800944,435.4,0,23,179136,294,294,44
1684704,3697843,0,0,1700000,1757968,439.8,0,23,179366,294,294,43
1723008,3697843,0,0,1700000,1741352,433.5,0,23,179607,294,294,42
1708432,3697843,0,0,1700000,1725680,429.9,0,23,179846,294,294,42
1669000,3697843,0,0,1700000,1736712,435.8,0,23,180080,294,294,42
1664792,3697843,0,0,1700000,1753032,433.2,0,23,180325,294,294,40
1666608,3697843,0,0,1700000,1739872,432.5,0,23,180581,294,294,39
1743248,3697843,0,0,1700000,1802064,438.6,0,23,180867,279,279,36
1666168,3697843,0,0,1700000,1755032,438.3,0,23,181187,279,279,33
1706744,3697843,0,0,1700000,1754248,436.8,0,23,181491,257,257,33
1706400,3697843,0,0,1700000,1741400,435.6,0,23,181728,234,234,37
1651344,3697843,0,0,1700000,1789272,436.5,0,23,181919,234,234,41
1687592,3697843,0,0,1700000,1746184,440.4,0,23,182125,219,219,40
1658240,3697843,0,0,1700000,1757496,435.5,0,23,182336,219,219,40
1677192,3697843,0,0,1700000,1747576,433.3,0,23,182554,201,201,39
1679576,3697843,0,0,1700000,1737624,443.1,0,23,182785,201,201,38
1707024,3697843,0,0,1700000,1751096,431.5,0,23,183032,186,186,37
1716496,3697843,0,0,1700000,1758344,442.8,0,23,183273,186,186,36
1730728,3697843,0,0,1700000,1766640,440.5,0,23,183522,186,186,35
1694648,3697843,0,0,1700000,1750104,437.6,0,23,183791,186,186,34
1693208,3697843,0,0,1700000,1752064,432.9,0,23,184106,186,186,32
1731536,3697843,0,0,1700000,1766112,440.7,0,23,184446,186,186,27
1663088,3697843,0,0,1700000,1740440,428.8,0,23,184763,163,163,30
1686544,3697843,0,0,1700000,1791600,442.2,0,23,185095,163,163,29
1735144,3697843,0,0,1700000,1756352,438.9,0,23,185476,163,163,23
1667832,3697843,0,0,1700000,1773432,440.2,0,23,185823,163,163,25
1679584,3697843,0,0,1700000,1704824,436.4,0,23,186154,163,163,25
1699448,3697843,0,0,1700000,1733712,434.2,0,23,186490,163,163,25
1635848,3697843,0,0,1700000,1738912,431.9,0,23,186780,163,163,24
766784,1632740,0,0,1489252,710520,276.5,0,23,187016,163,163,36
2038904,3197524,0,0,1700000,2100088,394.7,0,23,187248,213,202,50
1722552,3299012,0,0,1700000,1808616,471.2,0,23,187570,228,228,56
1603304,3299012,0,0,1700000,1667576,412.8,0,23,187834,257,257,56
1673752,3299012,0,0,1700000,1707680,426.3,0,23,188075,280,280,51
1657832,3299012,0,0,1700000,1734904,422.7,0,23,188359,303,303,45
1694744,3299012,0,0,1700000,1761576,444.4,0,23,188654,319,319,42
1628656,1423098,0,0,1286482,1601480,414.8,0,23,188951,319,319,43
1211656,1668253,0,0,1521572,1254632,338.2,0,23,189250,319,319,40
1444944,1953923,0,0,1700000,1526728,352.8,0,23,189551,319,319,37
1725080,2281136,0,0,1700000,1738760,431.0,0,23,189857,319,319,35
1691680,2649154,0,0,1700000,1807040,436.2,0,23,190177,319,319,32
1662896,2881004,0,0,1700000,1766848,436.7,0,23,190507,319,319,30
1690240,2918924,0,0,1700000,1765712,440.2,0,23,190846,301,301,26
1741016,2953270,0,0,1700000,1782264,434.9,0,23,191169,278,278,28
1697696,2953270,0,0,1700000,1750512,432.1,0,23,191464,259,259,32
1705440,2953270,0,0,1700000,1808424,439.8,0,23,191704,238,238,39
1730528,2988021,0,0,1700000,1792536,433.3,0,23,191890,221,221,45
1648040,3008502,0,0,1700000,1745744,433.5,0,23,192077,204,204,46
1695296,3008502,0,0,1700000,1745008,440.5,0,23,192276,204,204,44
1696152,3008502,0,0,1700000,1750040,434.4,0,23,192451,189,189,46
1745672,3008502,0,0,1700000,1786968,440.6,0,23,192622,189,189,44
1703776,3008502,0,0,1700000,1741328,430.0,0,23,192795,174,174,59
1677632,3008502,0,0,1700000,1778960,434.2,0,23,192946,174,174,60
1730808,3008502,0,0,1700000,1748800,440.6,0,23,193130,174,174,57
1703472,3008502,0,0,1700000,1739552,435.7,0,23,193339,174,174,52
1703776,3008502,0,0,1700000,1761432,435.8,0,23,193553,174,174,48
1549048,3008502,0,0,1700000,1623528,417.7,0,23,193806,174,174,43
1745672,3057304,0,0,1700000,1790640,449.9,0,23,194101,159,159,38
1709064,3057304,0,0,1700000,1767256,435.8,0,23,194439,159,159,32
1670448,3057304,0,0,1700000,1759000,435.3,0,23,194829,159,159,25
1662920,3057304,0,0,1700000,1726872,431.1,0,23,195242,139,139,26
1672224,3057304,0,0,1700000,1687088,432.7,0,23,195618,139,139,33
1735136,3057304,0,0,1700000,1763928,441.0,0,23,195964,139,139,33
1658416,3057304,0,0,1700000,1723072,430.1,0,23,196297,139,139,34
1735720,3057304,0,0,1700000,1740736,435.1,0,23,196670,139,139,33
1666544,3057304,0,0,1700000,1708512,430.2,0,23,197035,139,139,34
1712792,3057304,0,0,1700000,1768688,437.0,0,23,197369,139,139,38
1682624,3057304,0,0,1700000,1736192,434.1,0,23,197689,139,139,36
1690528,3057304,0,0,1700000,1726448,432.9,0,23,198008,139,139,35
1675320,3057304,0,0,1700000,1737280,433.7,0,23,198287,139,139,40
1670512,3057304,0,0,1700000,1732120,434.5,0,23,198557,139,139,40
1661560,3057304,0,0,1700000,1760456,436.5,0,23,198858,139,139,39
1688024,3057304,0,0,1700000,1748528,432.1,0,23,199213,139,139,32
1714904,3057304,0,0,1700000,1774728,434.5,0,23,199556,139,139,31
1692864,3057304,0,0,1700000,1755552,433.9,0,23,199924,139,139,31
1663760,3057304,0,0,1700000,1746600,437.1,0,23,200323,139,139,31
1699928,3057304,0,0,1700000,1732176,438.0,0,23,200695,139,139,34
1683912,3057304,0,0,1700000,1754264,436.9,0,23,201037,139,139,35
1662768,3057304,0,0,1700000,1742832,433.2,0,23,201376,139,139,38
1639504,3057304,0,0,1700000,1739472,435.6,0,23,201708,139,139,42
1657200,3057304,0,0,1700000,1754672,433.1,0,23,202012,139,139,41
1691096,3057304,0,0,1700000,1754104,434.2,0,23,202304,139,139,60
1711448,3057304,0,0,1700000,1738672,437.8,0,23,202639,139,139,83
1671240,3057304,0,0,1700000,1747376,435.2,0,23,202977,139,139,86
1697040,3057304,0,0,1700000,1740520,440.9,0,23,203261,139,139,87
1656968,3057304,0,0,1700000,1745168,433.7,0,23,203501,139,139,89
1691304,3057304,0,0,1700000,1752816,441.8,0,23,203709,139,139,93
1701120,3057304,0,0,1700000,1754264,442.1,0,23,203951,139,139,88
1653560,3057304,0,0,1700000,1762672,432.7,0,23,204252,139,139,81
1704456,3057304,0,0,1700000,1717392,437.7,0,23,204597,139,139,75
1631288,3057304,0,0,1700000,1746728,437.0,0,23,204975,139,139,70
1697856,3057304,0,0,1700000,1750440,442.7,0,23,205279,139,139,73
1692056,3057304,0,0,1700000,1733016,433.3,0,23,205581,139,139,71
1710696,3057304,0,0,1700000,1747280,435.8,0,23,205860,139,139,69
1666232,3057304,0,0,1700000,1765888,434.6,0,23,206151,139,139,66
1706688,3057304,0,0,1700000,1739888,438.1,0,23,206457,139,139,66
1673272,3057304,0,0,1700000,1752920,435.2,0,23,206776,139,139,63
1710832,3057304,0,0,1700000,1728744,437.8,0,23,207095,139,139,62
1711704,3057304,0,0,1700000,1781168,442.4,0,23,207425,139,139,62
1678120,3057304,0,0,1700000,1737736,433.6,0,23,207756,139,139,60
1718920,3057304,0,0,1700000,1734776,434.1,0,23,208063,139,139,62
1691568,3057304,0,0,1700000,1753952,435.0,0,23,208346,139,139,64
1652672,3057304,0,0,1700000,1761824,432.2,0,23,208644,139,139,65
1706488,3057304,0,0,1700000,1768752,441.9,0,23,208989,139,139,61
1705696,3057304,0,0,1700000,1732832,431.5,0,23,209378,139,139,59
1685784,3057304,0,0,1700000,1735312,433.8,0,23,209753,139,139,62
1723408,3057304,0,0,1700000,1760912,441.6,0,23,210038,139,139,70
1693584,3057304,0,0,1700000,1763312,435.2,0,23,210313,139,139,72
1660496,3057304,0,0,1700000,1755424,431.7,0,23,210574,139,139,71
1688712,3057304,0,0,1700000,1765832,440.9,0,23,210848,139,139,69
1654416,3057304,0,0,1700000,1733720,431.7,0,23,211124,139,139,69
1703504,3057304,0,0,1700000,1768744,439.7,0,23,211422,139,139,70
1740000,3057304,0,0,1700000,1764520,435.7,0,23,211702,139,139,72
1711312,3057304,0,0,1700000,1761280,440.0,0,23,211950,139,139,71
1675272,3057304,0,0,1700000,1740304,432.6,0,23,212190,139,139,72
1690720,3057304,0,0,1700000,1763944,434.2,0,23,212416,139,139,75
1668576,3057304,0,0,1700000,1784912,435.0,0,23,212622,139,139,74
1641888,3057304,0,0,1700000,1761240,431.5,0,23,212829,139,139,71
1719152,3057304,0,0,1700000,1722880,438.7,0,23,213041,139,139,71
1711312,3057304,0,0,1700000,1740264,436.2,0,23,213267,139,139,67
1659896,3057304,0,0,1700000,1738152,435.4,0,23,213505,139,139,63
1710840,3057304,0,0,1700000,1746560,429.6,0,23,213745,139,139,61
1700696,3057304,0,0,1700000,1761080,432.6,0,23,213992,139,139,58
1702984,3057304,0,0,1700000,1788960,438.9,0,23,214235,139,139,58
1720728,3057304,0,0,1700000,1749792,437.8,0,23,214486,139,139,57
1677272,3057304,0,0,1700000,1742096,433.0,0,23,214764,139,139,54
1659800,3057304,0,0,1700000,1737920,433.8,0,23,215088,139,139,48
1720288,3057304,0,0,1700000,1775520,441.9,0,23,215471,139,139,42
1680432,3057304,0,0,1700000,1751296,434.3,0,23,215849,139,139,44
1680440,3057304,0,8704,1700000,1765712,434.7,0,23,216185,139,139,46
1625504,3354340,0,0,1700000,2192472,547.6,0,23,216460,139,139,53
1634848,3675874,0,0,1700000,2248976,552.9,0,23,216791,139,139,48
1610648,3675874,0,0,1700000,2234144,553.9,0,23,217180,139,139,45
1620904,3719127,0,0,1700000,2188840,552.7,0,23,217547,139,139,75
1618472,3719127,0,0,1700000,2199784,553.1,0,23,217866,139,139,81
1549264,3719127,0,0,1700000,2181208,543.0,0,23,218245,139,139,80
1653424,3719127,0,0,1700000,1692600,451.0,0,23,218660,139,139,77
1709168,3719127,0,0,1700000,1764056,436.0,0,23,219020,139,139,77
1678832,3719127,0,0,1700000,1758288,434.5,0,23,219401,139,139,73
1691024,3719127,0,0,1700000,1759400,434.5,0,23,219777,139,139,73
1688400,3719127,0,0,1700000,1725472,440.5,0,23,220140,139,139,73
1673480,3719127,0,0,1700000,1751680,434.1,0,23,220496,139,139,73
1715672,3719127,0,0,1700000,1751472,434.9,0,23,220823,139,139,77
1572672,3750466,0,0,1700000,2231456,542.7,0,23,221145,139,139,74
1625304,3750466,0,0,1700000,2196320,542.7,0,23,221468,139,139,72
1607528,3750466,0,0,1700000,2223744,553.6,0,23,221805,139,139,68
1606856,3750466,0,0,1700000,2233216,566.1,0,23,222135,139,139,70
1637624,3750466,0,0,1700000,2212040,546.5,0,23,222456,139,139,73
1688440,3795181,0,0,1700000,1752768,437.2,0,23,222649,110,110,86
1639288,3795181,0,0,1700000,1751904,437.1,0,23,222781,110,110,86
1712664,3795181,0,0,1700000,1760080,441.2,0,23,222975,110,110,82
1692160,3795181,0,0,1700000,1772992,436.4,0,23,223228,110,110,76
1702536,3795181,0,0,1700000,1749168,432.1,0,24,223469,110,110,77
1696576,3795181,0,0,1700000,1755072,443.9,0,24,223692,110,110,77
1504288,3795181,0,0,1700000,1598848,410.0,0,24,223908,110,110,80
1702336,3795181,0,0,1700000,1811776,453.3,0,24,224122,110,110,81
1716120,3795181,0,0,1700000,1755952,437.2,0,24,224353,110,110,79
1702112,3795181,0,0,1700000,1759312,435.6,0,24,224589,110,110,78
1691856,3795181,0,0,1700000,1679000,431.9,0,24,224821,110,110,79
731136,1511900,0,0,1373196,805704,305.6,0,24,225005,126,114,97
1631088,1701323,0,0,1549931,1692400,312.4,0,24,225235,177,149,113
1601712,2024992,0,0,1700000,1667184,417.6,0,24,225466,226,183,107
1536728,2364030,0,0,1700000,1585096,395.6,0,24,225700,260,232,99
1688520,2729690,0,0,1700000,1762520,432.8,0,24,225952,284,268,91
1663064,2920963,0,0,1700000,1761784,435.0,0,24,226218,284,284,85
1690072,2943983,0,0,1700000,1776408,441.2,0,26,226508,301,301,80
1690856,2943983,0,0,1700000,1754248,428.8,0,26,226834,318,317,79
1700992,2943983,0,0,1700000,1782080,438.0,0,26,227166,318,318,75
1719272,2943983,0,0,1700000,1747504,438.1,0,26,227508,318,318,73
1712448,2943983,0,0,1700000,1765200,436.1,0,26,227804,318,318,75
1685480,2943983,0,0,1700000,1747640,435.6,0,26,228026,318,318,79
1645200,2943983,0,0,1700000,1734392,430.5,0,26,228226,318,318,78
1691640,2943983,0,0,1700000,1768048,442.1,0,26,228473,272,272,72
1673848,2943983,0,0,1700000,1763080,435.9,0,26,228661,222,222,78
1707208,2965909,0,0,1700000,1698640,435.7,0,26,228804,206,206,88
1687128,2965909,0,0,1700000,1771048,439.9,0,26,228931,206,206,87
1683040,2965909,0,0,1700000,1755000,439.1,0,26,229079,187,187,83
1682048,2965909,0,0,1700000,1758416,438.9,0,26,229227,187,187,80
1670032,2965909,0,0,1700000,1746064,438.3,0,26,229395,172,172,84
1725728,2965909,0,0,1700000,1751328,435.8,0,26,229555,172,172,82
1689040,2965909,0,0,1700000,1769256,438.5,0,26,229690,172,172,85
1657752,2965909,0,0,1700000,1738952,432.4,0,26,229797,172,172,83
1710912,2999885,0,0,1700000,1743784,442.2,0,26,229953,172,172,82
1684872,2999885,0,0,1700000,1761800,434.6,0,26,230104,172,172,79
1708904,2999885,0,0,1700000,1745072,434.2,0,26,230257,172,172,77
1696360,2999885,0,0,1700000,1728728,431.5,0,26,230412,172,172,73
1666624,2999885,0,0,1700000,1740688,436.5,0,27,230566,172,172,71
1678976,2999885,0,0,1700000,1736120,432.3,0,27,230754,152,152,69
1649024,2999885,0,0,1700000,1741528,438.6,0,27,230952,152,152,69
1689984,2999885,0,0,1700000,1789152,443.6,0,27,231171,152,152,68
1684160,3011683,0,0,1700000,1732768,437.4,0,27,231422,152,152,65
1689408,3035418,0,0,1700000,1745104,436.8,0,27,231714,152,152,60
1701080,3035418,0,0,1700000,1753968,439.1,0,27,232045,152,152,56
1669272,3035418,0,0,1700000,1746000,433.4,0,27,232292,131,131,60
1689440,3035418,0,0,1700000,1763256,435.0,0,27,232486,131,131,63
1666992,3035418,0,0,1700000,1746888,436.1,0,27,232730,131,131,59
1651112,3035418,0,0,1700000,1762784,436.9,0,27,233027,131,131,55
1724824,3035418,0,0,1700000,1751808,437.8,0,27,233371,131,131,50
1725544,3035418,0,0,1700000,1746064,433.6,0,27,233737,131,131,47
1678184,3035418,0,0,1700000,1760256,434.5,0,27,234085,146,146,47
1622008,3035418,0,0,1700000,1717656,434.3,0,27,234460,146,146,46
1704256,3035418,0,0,1700000,1737648,441.7,0,27,234881,146,146,40
1710200,3035418,0,0,1700000,1756392,441.9,0,28,235300,146,146,39
1598720,3035418,0,0,1700000,1631960,424.6,0,28,235797,146,146,50
1603552,3071372,0,0,1700000,1671680,434.4,0,28,236221,146,146,58
1799640,3071372,0,0,1700000,1826096,413.3,0,29,236665,146,146,65
1379328,3192848,0,0,1700000,1465288,435.0,0,29,237033,146,146,71
1893096,3192848,0,0,1700000,1930824,359.2,0,29,237371,146,146,77
2015232,3547608,0,0,1700000,2220184,563.2,0,29,237656,146,146,82
1544672,3547608,0,0,1700000,1539864,412.0,0,29,237947,146,146,82
1569856,3547608,0,0,1700000,1579312,401.7,0,29,238305,146,146,80
1667960,3547608,0,0,1700000,1657904,418.8,0,29,238640,146,146,78
1660000,3547608,0,0,1700000,1760056,438.0,0,29,239059,146,146,72
1685792,3547608,0,0,1700000,1733056,437.8,0,29,239469,146,146,73
1676368,3547608,0,0,1700000,1744960,435.9,0,29,239883,146,146,74
1693400,3547608,0,0,1700000,1741592,438.0,0,29,240281,146,146,75
1676896,3547608,0,0,1700000,1765888,437.8,0,29,240696,146,146,96
1695432,3547608,0,0,1700000,1762008,434.5,0,29,241121,146,146,92
1667048,3547608,0,0,1700000,1735568,438.7,0,29,241539,146,146,88
1732584,3547608,0,0,1700000,1769672,444.0,0,29,241958,146,146,86
1695496,3547608,0,0,1700000,1779240,438.3,0,29,242362,146,146,89
1727320,3547608,0,0,1700000,1759592,440.0,0,29,242762,146,146,85
1688328,3547608,0,0,1700000,1746776,433.8,0,29,243198,146,146,83
1670504,3547608,0,0,1700000,1742896,441.3,0,29,243632,146,146,83
1674536,3547608,0,0,1700000,1755424,434.4,0,29,244056,146,146,92
1696984,3547608,0,0,1700000,1737328,440.1,0,29,244469,146,146,98
1694832,3547608,0,0,1700000,1752952,436.4,0,29,244859,146,146,105
1710640,3547608,0,0,1700000,1780736,438.6,0,29,245163,146,146,115
1720528,3547608,0,0,1700000,1743104,432.6,0,29,245374,148,148,133
1701952,3547608,0,0,1700000,1774672,438.2,0,29,245628,170,156,129
1722440,3547608,0,0,1700000,1765080,432.0,0,29,245793,144,144,129
1650504,3547608,0,0,1700000,1726896,432.5,0,29,245924,164,164,125
1675952,3547608,0,0,1700000,1738952,440.1,0,29,246078,182,182,119
1712368,3547608,0,0,1700000,1782120,433.3,0,29,246229,182,182,116
1678136,3547608,0,0,1700000,1739376,433.4,0,29,246367,182,182,111
1728864,3547608,0,0,1700000,1734968,439.2,0,29,246512,182,182,106
1705144,3547608,0,0,1700000,1762688,439.5,0,29,246666,197,197,100
1662728,3547608,0,0,1700000,1751440,432.0,0,29,246820,197,197,94
1744304,3547608,0,0,1700000,1805376,439.5,0,29,246973,197,197,92
1713104,3547608,0,0,1700000,1731280,431.9,0,29,247128,197,197,87
1668568,3547608,0,0,1700000,1733480,435.4,0,29,247285,197,197,82
1695968,3547608,0,0,1700000,1737472,433.3,0,29,247444,197,197,78
1676976,3547608,0,0,1700000,1743832,436.9,0,29,247634,197,197,76
1728616,3547608,0,0,1700000,1754632,433.2,0,29,247826,197,197,73
1681432,3547608,0,0,1700000,1756536,432.7,0,29,248021,197,197,73
1688816,3547608,0,0,1700000,1773816,436.9,0,29,248168,197,197,73
1632400,3547608,0,0,1700000,1719696,429.2,0,29,248371,181,181,84
1710176,3547608,0,0,1700000,1759192,442.0,0,29,248645,181,181,100
1728936,3547608,0,0,1700000,1724984,432.4,0,29,248911,181,181,98
1725760,3547608,0,0,1700000,1763752,442.8,0,29,249126,166,166,100
1706520,3547608,0,0,1700000,1740912,432.9,0,29,249335,166,166,103
1693632,3547608,0,0,1700000,1780656,436.4,0,29,249565,166,166,102
1704632,3547608,0,0,1700000,1764064,440.3,0,30,249811,166,166,102
1742472,3547608,0,0,1700000,1828984,428.8,0,30,250085,151,151,102
1638488,3547608,0,0,1700000,1728000,443.8,0,30,250304,151,151,109
1731264,3547608,0,0,1700000,1738184,438.1,0,30,250491,135,135,120
1681800,3547608,0,0,1700000,1755856,437.8,0,30,250657,140,140,125
1695384,3547608,0,0,1700000,1762392,432.5,0,30,250854,141,141,126
1729176,3547608,0,0,1700000,1740704,441.5,0,30,251044,143,143,128
1688616,3547608,0,0,1700000,1740328,433.7,0,30,251245,142,142,127
1641752,3547608,0,0,1700000,1716424,436.7,0,30,251454,139,139,124
1724400,3547608,0,0,1700000,1742512,445.7,0,30,251669,139,139,124
1673784,3547608,0,0,1700000,1735488,435.1,0,30,251886,142,142,126
1670240,3547608,0,0,1700000,1723456,432.3,0,30,252114,141,141,125
1760144,3547608,0,0,1700000,1791296,452.0,0,30,252392,133,133,117
1715008,3547608,0,0,1700000,1788872,446.7,0,30,252718,131,131,115
1623576,2529273,0,0,1700000,1659584,414.1,0,30,253098,129,129,110
1661944,2743349,0,0,1700000,1752136,438.8,0,30,253508,129,129,105
1704008,2860962,0,0,1700000,1764760,436.0,0,31,253924,129,129,109
1682712,2860962,0,0,1700000,1754640,429.2,0,31,254305,133,133,117
1705760,2914624,0,0,1700000,1727736,444.2,0,31,254680,139,139,123
1704256,2914624,0,0,1700000,1745648,444.2,0,31,255062,145,145,129
1713696,2914624,0,0,1700000,1744456,438.9,0,31,255433,145,145,129
1647896,2949147,0,0,1700000,1757400,433.7,0,31,255806,143,143,127
1690656,2963925,0,0,1700000,1747040,439.7,0,31,256068,146,146,130
1730512,2976178,0,0,1700000,1759760,439.9,0,31,256285,148,148,132
1687320,3037732,0,0,1700000,1753080,436.6,0,31,256486,144,144,128
1687784,3037732,0,0,1700000,1772992,442.7,0,31,256702,138,138,122
1688312,3037732,0,0,1700000,1768736,442.3,0,31,256926,133,133,117
1681264,3037732,0,0,1700000,1710336,436.6,0,31,257159,133,133,117
1796792,3048740,0,0,1700000,1883776,422.8,0,31,257401,127,127,111
1780912,3116352,0,0,1700000,1863840,468.1,0,31,257641,124,124,108
1677640,3116352,0,0,1700000,1754032,443.1,0,31,257894,128,128,102
1670768,3116352,0,0,1700000,1737552,440.5,0,31,258152,128,128,99
1698400,3116352,0,0,1700000,1757152,440.7,0,31,258418,128,128,94
1717488,3116352,0,0,1700000,1812568,443.1,0,31,258698,128,128,93
1672792,3116352,0,0,1700000,1740032,430.2,0,31,259020,128,128,92
1646768,3116352,0,0,1700000,1759160,432.4,0,31,259405,128,128,82
1725216,3116352,0,0,1700000,1798360,438.4,0,31,259814,128,128,86
1728936,3116352,0,0,1700000,1791936,447.9,0,31,260243,128,128,90
1696688,3116352,0,0,1700000,1769248,443.8,0,31,260618,128,128,96
1718944,3116352,0,0,1700000,1719504,429.6,0,31,260982,128,128,95
1692976,3116352,0,0,1700000,1744328,446.3,0,31,261346,128,128,93
1723080,3116352,0,0,1700000,1750744,450.6,0,31,261735,128,128,89
1792528,3116352,0,0,1700000,1794248,448.2,0,31,262124,128,128,89
1674944,3116352,0,0,1700000,1759848,440.1,0,31,262517,128,128,89
1684368,3116352,0,0,1700000,1736136,443.9,0,31,262871,128,128,91
1717848,3116352,0,0,1700000,1776240,433.0,0,31,263202,128,128,92
1704960,3116352,0,0,1700000,1753144,441.6,0,31,263592,128,128,95
1651472,3116352,0,0,1700000,1737960,432.5,0,31,263981,128,128,93
1733080,3151808,0,0,1700000,2112648,486.3,0,32,264375,128,128,95
1626888,3470346,0,0,1700000,2140704,543.5,0,32,264766,128,128,97
1461824,3526036,0,0,1700000,1942048,528.2,0,32,265056,128,128,104
1715568,3579372,0,0,1700000,2275456,556.7,0,32,265326,128,128,103
1733664,3855930,0,0,1700000,2288888,589.5,0,32,265630,128,128,101
1614616,3855930,0,0,1700000,1665288,495.4,0,32,265925,128,128,94
1795272,3855930,0,0,1700000,1809448,428.2,0,32,266208,128,128,99
1773960,3855930,0,0,1700000,1821896,453.5,0,32,266441,128,128,102
1635464,3855930,0,0,1700000,1689368,443.9,0,32,266671,128,128,106
1414896,3855930,0,0,1700000,1527568,368.9,0,32,266964,128,128,103
2011048,3855930,0,0,1700000,2086840,511.1,0,32,267290,128,128,94
1618792,3855930,0,0,1700000,1646472,440.6,0,32,267667,128,128,88
1433480,3855930,0,0,1700000,1509616,357.9,0,32,268100,128,128,92
703064,3855930,0,0,1700000,769424,270.5,0,32,268526,128,128,98
1336088,3855930,0,0,1700000,1401224,337.7,0,32,268880,128,128,98
1430072,3855930,0,0,1700000,1464168,357.6,0,32,269221,128,128,94
1385552,3855930,0,0,1700000,1453752,358.6,0,32,269494,128,128,95
1436592,3855930,0,0,1700000,1478992,365.6,0,32,269805,128,128,94
1421136,3855930,0,0,1700000,1483424,368.9,0,32,270160,128,128,88
1378536,3855930,0,0,1700000,1469856,363.0,0,32,270514,128,128,83
1449472,3855930,0,0,1700000,1454536,370.4,0,32,270857,128,128,84
1459992,3855930,0,0,1700000,1509976,374.1,0,32,271156,128,128,89
1485264,3855930,0,0,1700000,1560056,385.0,0,32,271430,128,128,89
1778480,3855930,0,0,1700000,1734424,346.1,0,32,271680,128,128,87
1738616,3855930,0,0,1700000,1780368,455.5,0,32,271967,128,128,84
1530704,3855930,0,0,1700000,1594848,414.8,0,32,272206,128,128,85
1782864,3855930,0,0,1700000,1809776,450.4,0,32,272400,104,104,89
1660240,3855930,0,0,1700000,1743648,436.5,0,32,272556,106,106,91
1684832,3855930,0,0,1700000,1767120,437.1,0,32,272763,103,103,88
1673504,3855930,0,0,1700000,1755344,431.7,0,32,272982,113,113,81
1697696,3855930,0,0,1700000,1766512,436.1,0,32,273180,97,97,82
1715400,3855930,0,0,1700000,1756544,433.8,0,32,273335,100,100,85
1676048,3855930,0,0,1700000,1711336,430.0,0,32,273513,107,107,82
1697704,3855930,0,0,1700000,1735928,436.8,0,32,273700,107,107,83
1695928,3855930,0,0,1700000,1746368,434.3,0,32,273855,107,107,85
1647888,3855930,0,0,1700000,1735688,436.8,0,32,274023,122,122,82
1545840,3855930,0,0,1700000,1588936,415.7,0,32,274193,138,124,82
1574256,3127466,0,0,1700000,1699304,427.6,0,32,274365,138,138,78
1709360,3127466,0,0,1700000,1760768,448.9,0,32,274549,138,138,79
1706584,3127466,0,0,1700000,1768016,436.7,0,32,274737,138,138,109
1710928,3127466,0,0,1700000,1712416,429.7,0,32,274935,138,138,106
1673792,3127466,0,0,1700000,1760600,441.1,0,32,275134,138,138,105
1684824,3127466,0,0,1700000,1785792,441.6,0,32,275329,138,138,101
1689688,3127466,0,0,1700000,1763560,441.1,0,32,275532,138,138,96
1707976,2529380,0,0,1700000,1710472,401.2,0,32,275745,138,138,96
1682520,2766434,0,0,1700000,1700152,432.8,0,32,275977,138,138,92
1694808,2852451,0,0,1700000,1761488,434.6,0,32,276255,138,138,91
1683224,2877312,0,0,1700000,1767992,439.8,0,32,276566,138,138,89
1703904,2890387,0,0,1700000,1734072,439.9,0,32,276835,138,138,89
1699672,2958582,0,0,1700000,1758592,440.6,0,32,277064,138,138,90
1753856,2993856,0,0,1700000,1704840,436.9,0,32,277347,153,153,84
1741472,2993856,0,0,1700000,1756976,442.7,0,32,277651,153,153,83
1725144,2993856,0,0,1700000,1717880,434.4,0,32,277907,153,153,88
1713368,3019590,0,0,1700000,1788672,439.8,0,32,278161,153,153,87
1687752,3019590,0,0,1700000,1778672,435.9,0,32,278484,153,153,82
1684976,3019590,0,0,1700000,1721128,434.7,0,32,278834,153,153,75
1709776,3019590,0,0,1700000,1725784,433.9,0,32,279253,153,153,72
1704944,3019590,0,0,1700000,1761456,434.7,0,32,279613,153,153,79
1570072,3019590,0,0,1700000,1662928,421.5,0,32,279941,153,153,79
1756568,3019590,0,0,1700000,1807288,450.5,0,32,280292,153,153,78
1701584,3051361,0,0,1700000,1763624,442.8,0,32,280637,153,153,76
1650592,3096375,0,0,1700000,1748120,434.2,0,32,280987,153,153,75
1722672,3096375,0,0,1700000,1740288,440.4,0,32,281330,153,153,74
1694120,3096375,0,0,1700000,1751312,436.6,0,32,281713,153,153,72
1679328,3096375,0,0,1700000,1745872,432.3,0,32,282089,153,153,72
1719440,3096375,0,0,1700000,1762576,435.8,0,32,282465,153,153,69
1715104,3096375,0,0,1700000,1781608,436.3,0,32,282840,153,153,68
1661800,3096375,0,0,1700000,1742624,430.0,0,32,283201,153,153,70
1684808,3096375,0,0,1700000,1759224,434.0,0,32,283524,153,153,74
1706504,3096375,0,0,1700000,1724568,437.1,0,32,283769,153,153,79
1700736,3096375,0,0,1700000,1780360,437.0,0,32,284023,138,138,86
1691112,3096375,0,0,1700000,1766064,434.7,0,32,284242,138,138,87
