bandwith.googActualEncBitrate,bandwith.googAvailableSendBandwidth,bandwith.googAvailableReceiveBandwidth,bandwith.googRetransmitBitrate,bandwith.googTargetEncBitrate,bandwith.googTransmitBitrate,result.video.send.availableBandwidth,result.video.recv.availableBandwidth,result.results.packetsLost,result.results.packetsReceived,result.results.googTargetDelayMs,result.results.googCurrentDelayMs,result.results.googJitterBufferMs
1683952,3295244,0,0,1700000,1757712,442.7,0,6,97067,145,145,86
1728608,3295244,0,0,1700000,1773536,436.7,0,6,97377,145,145,86
1657616,3295244,0,0,1700000,1731176,436.2,0,6,97666,145,145,87
1692800,3295244,0,0,1700000,1763488,434.5,0,6,97917,145,145,89
1663720,3295244,0,0,1700000,1732912,433.1,0,6,98154,124,124,91
1646392,3295244,0,0,1700000,1749288,434.5,0,6,98355,124,124,89
1646728,3295244,0,0,1700000,1734264,433.2,0,6,98562,124,124,86
1657200,3295244,0,0,1700000,1721488,438.8,0,6,98784,124,124,84
1691840,3295244,0,0,1700000,1738984,432.8,0,6,99013,124,124,83
1700752,3295244,0,0,1700000,1736992,440.1,0,6,99254,124,124,79
1668864,3295244,0,0,1700000,1762536,438.2,0,6,99502,124,124,77
1702960,3295244,0,0,1700000,1748496,434.7,0,6,99751,124,124,75
1654592,3295244,0,51344,1700000,1796128,438.9,0,6,100017,124,124,81
1611816,3559051,0,0,1700000,2303208,547.4,0,6,100243,124,124,96
1617088,3643021,0,0,1700000,2210608,552.5,0,6,100457,142,142,94
1612656,3695931,0,0,1700000,2255832,554.5,0,6,100721,159,159,91
1618320,3695931,0,0,1700000,2247656,553.7,0,6,101050,178,178,85
1638016,3695931,0,0,1700000,2170232,550.3,0,6,101410,178,178,79
1589160,3748930,0,0,1700000,2182768,541.7,0,6,101717,178,178,83
1600448,3748930,0,0,1700000,2172568,543.0,0,6,101983,196,196,83
1501368,3748930,0,0,1700000,1643120,418.1,0,6,102279,196,196,84
1770656,3748930,0,0,1700000,1831488,467.8,0,6,102643,196,196,81
1680776,3748930,0,0,1700000,1758672,441.6,0,6,103056,196,196,74
1704880,3748930,0,0,1700000,1764832,435.1,0,6,103484,196,196,74
1692616,3748930,0,0,1700000,1754568,437.2,0,6,103857,196,196,78
1649720,3748930,0,0,1700000,1817808,435.8,0,6,104223,196,196,79
1731512,3748930,0,0,1700000,1748624,442.8,0,6,104609,196,196,77
1721576,3748930,0,0,1700000,1755824,439.8,0,6,105047,181,181,74
1692464,3748930,0,0,1700000,1735528,433.6,0,6,105405,181,181,81
1740576,3748930,0,0,1700000,1726224,432.7,0,6,105724,181,181,81
1704896,3748930,0,0,1700000,1726096,441.7,0,6,105996,181,181,84
1707016,3748930,0,0,1700000,1730400,446.6,0,6,106247,160,160,89
1672496,3748930,0,0,1700000,1771120,436.8,0,6,106442,160,160,92
1688264,3748930,0,0,1700000,1741624,433.0,0,6,106674,160,160,101
1749936,3748930,0,0,1700000,1808000,442.4,0,6,106938,160,160,103
1675504,3748930,0,0,1700000,1729728,431.2,0,6,107244,160,160,99
1712288,3748930,0,0,1700000,1730440,440.3,0,6,107489,160,160,97
1686040,3748930,0,0,1700000,1772368,434.5,0,6,107666,139,139,100
1648328,3748930,0,0,1700000,1737616,433.1,0,6,107850,139,139,98
1720248,3748930,0,0,1700000,1768920,443.4,0,6,108089,139,139,96
1681240,3748930,0,0,1700000,1750672,434.8,0,6,108354,139,139,96
1642688,3748930,0,0,1700000,1712592,439.4,0,6,108649,139,139,87
1725056,3748930,0,0,1700000,1790080,445.7,0,6,108997,139,139,81
1696896,3748930,0,0,1700000,1775496,445.1,0,6,109395,139,139,73
1660104,3748930,0,0,1700000,1731160,431.7,0,6,109801,139,139,70
1677056,3748930,0,0,1700000,1770368,438.4,0,6,110206,139,139,73
1719872,3748930,0,0,1700000,1730728,436.3,0,6,110540,139,139,76
1695024,3748930,0,0,1700000,1712560,432.2,0,6,110822,139,139,79
1725624,3748930,0,0,1700000,1733464,436.9,0,6,111086,139,139,80
1669480,3748930,0,0,1700000,1740024,430.8,0,6,111391,139,139,82
1667352,3748930,0,0,1700000,1754648,435.9,0,6,111658,139,139,78
1713576,3748930,0,0,1700000,1761680,434.0,0,6,111942,139,139,77
1680376,3748930,0,0,1700000,1755424,433.6,0,6,112182,139,139,76
1712504,3748930,0,0,1700000,1758960,434.0,0,6,112389,139,139,78
1679208,3748930,0,0,1700000,1770192,435.5,0,6,112611,155,155,74
1679272,3748930,0,0,1700000,1725528,430.8,0,6,112798,138,138,76
1650928,3748930,0,0,1700000,1743400,433.3,0,6,112989,138,138,74
1657488,3748930,0,0,1700000,1725984,432.2,0,6,113220,138,138,67
1695608,3748930,0,0,1700000,1748296,433.4,0,6,113464,138,138,68
1695864,3748930,0,0,1700000,1757248,438.3,0,6,113669,138,138,69
1735696,3748930,0,0,1700000,1747472,440.6,0,6,113891,138,138,67
1648576,3748930,0,0,1700000,1695160,427.9,0,6,114127,138,138,68
1698384,3748930,0,0,1700000,1747584,435.0,0,6,114363,138,138,65
1657416,3748930,0,0,1700000,1752392,432.3,0,6,114604,138,138,63
1707008,3748930,0,0,1700000,1767952,436.1,0,6,114851,138,138,62
1715832,3748930,0,0,1700000,1744336,438.3,0,6,115104,138,138,60
1677984,3748930,0,0,1700000,1734520,431.6,0,6,115370,138,138,61
1730712,3748930,0,0,1700000,1725752,433.6,0,6,115657,138,138,60
1601968,2761714,0,0,1700000,1627728,420.1,0,6,115979,138,138,58
1603216,2825280,0,0,1700000,1664544,422.3,0,6,116358,138,138,49
1689352,2892604,0,0,1700000,1710880,444.5,0,6,116769,138,138,42
1716040,2898258,0,0,1700000,1750856,437.0,0,6,117180,138,138,39
1683160,2904091,0,0,1700000,1750384,433.5,0,6,117523,138,138,45
1671760,2938715,0,0,1700000,1766624,441.9,0,6,117896,138,138,42
1690696,2938715,0,0,1700000,1757344,430.0,0,6,118302,138,138,37
1701992,2938715,0,0,1700000,1747816,441.8,0,6,118704,138,138,35
1650464,2938715,0,0,1700000,1749904,436.6,0,6,119131,138,138,38
1727488,2974209,0,0,1700000,1761872,439.3,0,6,119509,138,138,44
1670168,3008510,0,0,1700000,1754904,434.0,0,6,119819,138,138,49
1650952,3008510,0,0,1700000,1751144,433.6,0,6,120149,138,138,48
1714872,3020881,0,0,1700000,1725488,437.5,0,6,120461,138,138,51
1681176,3020881,0,0,1700000,1751160,438.3,0,6,120713,138,138,58
1674152,3020881,0,0,1700000,1739824,433.7,0,6,120939,138,138,61
1714752,3020881,0,0,1700000,1752360,441.0,0,6,121168,138,138,60
1673472,3028759,0,0,1700000,1733000,432.2,0,6,121366,138,138,62
1710456,3028759,0,0,1700000,1761304,436.0,0,6,121552,138,138,63
1659840,3028759,0,0,1700000,1754640,430.4,0,6,121779,138,138,59
1707536,3028759,0,0,1700000,1726976,438.4,0,6,122059,138,138,51
1733296,3028759,0,0,1700000,1754616,439.2,0,6,122363,138,138,47
1671600,3028759,0,0,1700000,1748920,433.4,0,6,122749,138,138,42
1730400,3028759,0,0,1700000,1776544,435.9,0,6,123150,138,138,36
1717600,3028759,0,0,1700000,1753792,438.0,0,6,123536,138,138,39
1685160,3028759,0,0,1700000,1743216,433.7,0,6,123859,138,138,45
1676584,3028759,0,0,1700000,1770680,435.4,0,6,124147,138,138,46
1656872,3028759,0,0,1700000,1754192,437.1,0,6,124460,138,138,46
1722696,3028759,0,0,1700000,1727320,437.0,0,6,124825,138,138,39
1716488,3028759,0,0,1700000,1765576,434.2,0,6,125192,138,138,38
1671120,3028759,0,0,1700000,1757232,435.3,0,6,125519,138,138,40
1694776,3028759,0,0,1700000,1774296,434.3,0,6,125798,138,138,43
1672416,3028759,0,0,1700000,1744368,430.6,0,6,126090,138,138,47
1650752,3028759,0,0,1700000,1772216,436.1,0,6,126346,138,138,47
1662808,3052158,0,0,1700000,1736488,430.8,0,6,126570,138,138,49
1713208,3052158,0,0,1700000,1750040,435.6,0,6,126781,138,138,56
1655096,3052158,0,0,1700000,1743904,437.6,0,6,127007,138,138,56
1644888,3052158,0,0,1700000,1739504,434.9,0,6,127276,138,138,53
1682968,3052158,0,0,1700000,1763280,435.7,0,6,127591,138,138,51
1675864,3052158,0,0,1700000,1745744,436.6,0,6,127943,138,138,55
1714184,3052158,0,0,1700000,1732496,432.5,0,6,128269,138,138,55
1678816,3052158,0,0,1700000,1728344,438.3,0,6,128650,138,138,52
1735376,3052158,0,0,1700000,1759640,436.9,0,6,129024,138,138,50
1704576,3052158,0,0,1700000,1755400,432.1,0,6,129302,138,138,54
1689456,3052158,0,0,1700000,1775712,436.0,0,6,129585,138,138,53
1603464,2304235,0,0,1700000,1697160,423.6,0,6,129915,138,138,55
1722856,2338868,0,0,1700000,1762320,439.9,0,6,130196,153,139,56
1653816,2373069,0,0,1700000,1776384,431.4,0,7,130517,153,153,55
1680408,2407990,0,0,1700000,1774240,441.6,0,7,130920,153,153,53
1671656,2440960,0,0,1700000,1745656,434.4,0,7,131237,153,153,53
1683512,2477847,0,0,1700000,1718440,432.7,0,7,131545,153,153,50
1717416,2502051,0,0,1700000,1762816,380.1,0,7,131876,153,153,48
1727352,2695944,0,0,1700000,1785664,469.0,0,7,132209,153,153,48
1690992,2948551,0,0,1700000,1706136,466.4,0,7,132577,153,153,51
1032016,2948551,0,0,1700000,1061296,258.1,0,7,132927,153,153,48
2121368,3160508,0,0,1700000,2214504,522.4,0,7,133290,153,153,43
1669944,3446595,0,0,1700000,1777000,511.7,0,7,133662,153,153,40
1488664,3446595,0,0,1700000,1545304,395.5,0,7,134027,153,153,38
1746192,3446595,0,0,1700000,1817392,441.5,0,7,134400,153,153,36
1675536,3446595,0,0,1700000,1712408,437.3,0,7,134763,153,153,39
1621104,3446595,0,0,1700000,1696400,416.4,0,7,135131,153,153,43
1741528,3446595,0,0,1700000,1793632,441.9,0,7,135457,153,153,46
1689072,3446595,0,0,1700000,1720024,433.0,0,7,135785,153,153,47
1737072,3446595,0,0,1700000,1746768,438.3,0,7,136098,153,153,48
1689304,3446595,0,0,1700000,1774456,437.9,0,7,136340,153,153,51
1669120,3446595,0,0,1700000,1747552,432.7,0,7,136534,153,153,58
1731568,3446595,0,0,1700000,1746256,440.1,0,7,136688,153,153,78
1667800,3446595,0,0,1700000,1729608,441.0,0,7,136773,194,194,96
1705344,3446595,0,0,1700000,1733160,435.3,0,7,136872,242,242,104
1695728,3446595,0,0,1700000,1781128,438.6,0,7,136970,276,276,108
1674096,3446595,0,0,1700000,1764336,436.1,0,7,137074,292,292,112
1675864,3446595,0,0,1700000,1805224,441.7,0,7,137177,313,313,116
1731536,3446595,0,0,1700000,1765480,436.1,0,7,137281,344,344,120
1673216,3446595,0,0,1700000,1760384,438.0,0,8,137379,344,344,123
1651168,3446595,0,0,1700000,1768912,432.3,0,8,137434,299,299,133
1698288,3446595,0,0,1700000,1718368,447.5,0,8,137512,269,269,139
1661816,3446595,0,0,1700000,1747184,434.0,0,8,137562,288,288,144
1745072,3446595,0,0,1700000,1725448,437.4,0,8,137598,225,225,152
1713200,3446595,0,0,1700000,1751784,438.9,0,8,137640,177,177,157
1703016,3446595,0,0,1700000,1758928,434.2,0,8,137683,175,175,157
1716856,3446595,0,0,1700000,1748504,434.6,0,8,137721,174,174,156
1680728,3446595,0,0,1700000,1759256,440.7,0,8,137745,183,183,165
1660048,3446595,0,0,1700000,1739944,431.0,0,8,137780,183,183,166
1706808,3446595,0,0,1700000,1773392,436.6,0,8,137805,179,179,161
1663048,3446595,0,0,1700000,1731712,432.4,0,8,137876,187,187,170
1670840,3446595,0,0,1700000,1730592,437.8,0,8,137923,193,193,173
1716992,3446595,0,0,1700000,1756480,436.6,0,8,137980,181,179,164
1667040,3446595,0,0,1700000,1673232,426.1,0,8,138035,240,192,155
1841848,3446595,0,0,1700000,1994808,440.9,0,8,138097,400,265,143
1792864,3446595,0,0,1700000,1905400,481.5,0,8,138150,560,330,134
1667768,3446595,0,0,1700000,1675472,426.5,0,8,138203,720,392,126
1643880,3446595,0,0,1700000,1677784,418.0,0,8,138255,879,450,117
1662184,3446595,0,0,1700000,1746680,437.5,0,8,138319,879,523,109
1713704,3446595,0,0,1700000,1752632,437.5,0,8,138405,879,599,102
1753936,3446595,0,0,1700000,1833456,453.6,0,8,138493,818,678,97
1714552,3446595,0,0,1700000,1757128,438.9,0,8,138601,742,742,90
1724328,3446595,0,0,1700000,1712896,441.4,0,8,138743,667,667,83
1768480,3446595,0,0,1700000,1813376,436.9,0,8,138895,610,610,77
1751960,3446595,0,0,1700000,1777016,450.7,0,8,139061,566,566,72
1731824,3446595,0,0,1700000,1768384,444.1,0,8,139259,531,531,69
1660552,3446595,0,0,1700000,1742888,432.8,0,8,139492,514,514,64
1771624,3446595,0,0,1700000,1809096,449.3,0,8,139714,487,487,64
1694688,3446595,0,0,1700000,1763768,443.3,0,10,139994,464,464,53
1565056,2354619,0,0,1700000,1641048,420.2,0,10,140366,439,439,53
1681872,2386332,0,0,1700000,1771184,435.1,0,10,140743,418,418,52
1728552,2707378,0,0,1700000,1815760,463.5,0,13,141054,400,400,53
1667352,2839696,0,0,1700000,1728384,442.0,0,14,141401,400,400,52
1723848,2942934,0,0,1700000,1751864,439.5,0,14,141819,384,384,44
1685616,2949226,0,0,1700000,1734608,449.0,0,15,142239,384,384,44
1713432,2984158,0,0,1700000,1756688,442.5,0,15,142645,367,367,45
1681984,3038800,0,0,1700000,1763944,442.1,0,17,143010,343,343,44
1696832,3038800,0,0,1700000,1746864,431.2,0,17,143307,293,293,50
1678952,3038800,0,0,1700000,1771424,441.1,0,17,143492,278,278,54
1648216,3038800,0,0,1700000,1745248,431.5,0,17,143676,278,278,52
1677160,3038800,0,0,1700000,1718672,437.6,0,17,143912,278,278,48
1736536,3038800,0,0,1700000,1797464,437.1,0,17,144139,278,278,45
1747760,3038800,0,0,1700000,1833024,437.9,0,17,144370,262,262,46
1678632,1452289,0,0,1313817,1676224,432.1,0,17,144602,262,262,41
1815280,2778155,0,0,1700000,1898680,441.5,0,17,144848,244,244,36
1162512,2848519,0,0,1700000,1192304,300.6,0,18,145100,227,227,34
1433736,2848519,0,0,1700000,1482208,371.8,0,18,145415,211,211,31
1439168,2848519,0,0,1700000,1514464,378.1,0,19,145705,211,211,34
1447136,2848519,0,0,1700000,1509968,380.2,0,21,145960,194,194,34
1453560,2848519,0,0,1700000,1510696,388.8,0,21,146205,194,194,34
1340736,2848519,0,0,1700000,1430400,365.6,0,21,146391,194,194,36
1408128,2848519,0,0,1700000,1442064,369.9,0,21,146633,194,194,33
1437008,2848519,0,0,1700000,1462952,380.0,0,21,146878,194,194,34
1388416,2848519,0,0,1700000,1430824,357.0,0,21,147123,179,179,33
1365592,2848519,0,0,1700000,1446640,360.5,0,21,147280,164,164,34
1384232,2848519,0,0,1700000,1429392,360.8,0,21,147439,164,164,34
1404352,2848519,0,0,1700000,1454512,356.8,0,21,147632,164,164,33
1367040,2848519,0,0,1700000,1440376,364.4,0,21,147833,149,149,34
1379080,2401411,0,0,1700000,1446736,363.4,0,21,148046,149,149,34
1405048,2408212,0,0,1700000,1473296,366.7,0,21,148291,149,149,31
1438984,2413611,0,0,1700000,1479944,373.8,0,21,148558,149,149,29
1423912,2424135,0,0,1700000,1471448,370.6,0,21,148871,149,149,25
1433496,2432768,0,0,1700000,1490304,372.8,0,21,149114,133,133,29
1468280,2490932,0,0,1700000,1461616,378.0,0,21,149379,133,133,25
1406120,2490932,0,0,1700000,1485032,370.4,0,21,149706,133,133,22
1466808,2532616,0,0,1700000,1514264,377.9,0,23,150043,133,133,20
1479752,2532616,0,0,1700000,1524384,380.2,0,23,150390,133,133,24
1482424,2532616,0,0,1700000,1533424,385.6,0,23,150747,133,133,23
1449616,2554744,0,0,1700000,1498432,375.9,0,23,151141,133,133,21
1362128,2554744,0,0,1700000,1425736,363.4,0,23,151541,133,133,21
1401176,2554744,0,0,1700000,1386320,355.1,0,23,151906,133,133,21
1400304,2554744,0,0,1700000,1470480,362.3,0,23,152202,133,133,22
1430592,2583214,0,0,1700000,1492616,376.2,0,23,152520,133,133,21
1391896,2583214,0,0,1700000,1454184,369.9,0,23,152844,133,133,20
1356936,2583214,0,0,1700000,1415480,353.6,0,23,153152,133,133,22
1393296,2583214,0,0,1700000,1464808,364.9,0,23,153435,133,133,23
1402192,2583214,0,0,1700000,1466448,362.3,0,23,153680,133,133,24
1363504,2583214,0,0,1700000,1434576,365.3,0,23,153922,149,149,25
1396888,2583214,0,0,1700000,1458664,361.0,0,23,154138,149,149,26
1421600,2583214,0,0,1700000,1449384,363.1,0,23,154372,149,149,27
1355976,2583214,0,0,1700000,1408264,351.9,0,23,154632,149,149,23
1333936,2583214,0,0,1700000,1411976,351.1,0,23,154940,149,149,20
1387480,2583214,0,0,1700000,1425880,359.7,0,23,155304,149,149,19
1380736,2583214,0,0,1700000,1436528,359.0,0,23,155669,149,149,19
1349136,2583214,0,0,1700000,1393392,348.7,0,23,156029,149,149,19
1409072,2583214,0,0,1700000,1428464,357.4,0,23,156406,149,149,21
1378072,2583214,0,0,1700000,1433776,361.3,0,23,156778,149,149,20
1365752,2583214,0,0,1700000,1438808,356.3,0,23,157176,149,149,22
883704,2583214,0,0,1700000,893720,292.0,0,23,157592,149,149,20
1814296,2808810,0,0,1700000,1882624,455.4,0,23,157995,149,149,24
1723296,2952476,0,0,1700000,1773352,444.7,0,23,158358,149,149,27
1660520,3001505,0,0,1700000,1754600,437.7,0,23,158733,149,149,30
1681392,3001505,0,0,1700000,1720400,440.6,0,23,159151,149,149,29
1688136,3001505,0,0,1700000,1749240,434.5,0,23,159515,149,149,33
1703296,3001505,0,0,1700000,1750392,442.5,0,23,159834,149,149,33
1627184,3031686,0,0,1700000,1716328,433.9,0,23,160116,149,149,33
1686024,3031686,0,0,1700000,1775640,436.0,0,23,160396,149,149,32
1693616,3031686,0,0,1700000,1766080,434.4,0,23,160636,149,149,32
1703368,3031686,0,0,1700000,1695176,435.3,0,23,160878,149,149,34
1647200,3031686,0,0,1700000,1727568,441.4,0,23,161178,149,149,31
1691280,3031686,0,0,1700000,1681456,433.6,0,23,161463,149,149,31
1672480,3060544,0,0,1700000,1744680,432.2,0,23,161749,149,149,32
1702032,3108974,0,0,1700000,1742016,438.7,0,23,162009,149,149,32
1737160,3108974,0,0,1700000,1800080,437.0,0,23,162268,149,149,33
1713272,3108974,0,0,1700000,1726832,431.5,0,23,162580,149,149,29
1659472,3108974,0,0,1700000,1743408,437.7,0,23,162969,149,149,27
1688704,3108974,0,0,1700000,1756232,435.5,0,23,163383,149,149,25
1690552,3108974,0,0,1700000,1708496,435.8,0,23,163807,149,149,26
1742112,3108974,0,0,1700000,1773408,437.9,0,23,164191,149,149,28
1672328,3108974,0,0,1700000,1730008,432.4,0,23,164575,149,149,29
1670120,3108974,0,0,1700000,1725400,432.8,0,23,164983,149,149,29
1673520,3108974,0,0,1700000,1756656,435.9,0,23,165371,149,149,29
1649176,3108974,0,0,1700000,1757512,438.0,0,23,165724,149,149,31
1670704,3108974,0,0,1700000,1729464,430.7,0,23,166072,149,149,32
1704232,3108974,0,0,1700000,1742760,436.3,0,23,166380,149,149,33
1687160,3108974,0,0,1700000,1740624,437.8,0,23,166675,149,149,35
1577488,2376283,0,0,1700000,1608016,407.7,0,23,166907,149,149,37
1632632,2739414,0,0,1700000,1700536,431.0,0,23,167159,149,149,33
1692432,2838821,0,0,1700000,1745416,433.8,0,23,167441,149,149,31
1716416,2924094,0,0,1700000,1783344,442.5,0,23,167689,149,149,30
1704368,2958729,0,0,1700000,1799016,441.7,0,23,167922,149,149,32
1729144,2982276,0,0,1700000,1751136,438.0,0,23,168127,149,149,31
1691080,2982276,0,0,1700000,1739312,436.4,0,23,168355,149,149,31
1738544,2982276,0,0,1700000,1754768,440.5,0,23,168572,149,149,30
1756216,2982276,0,0,1700000,1781472,434.4,0,23,168822,149,149,28
1657720,3045113,0,0,1700000,1790168,442.4,0,23,169062,149,149,26
1669640,3045113,0,0,1700000,1762648,441.6,0,23,169322,149,149,32
1729608,3045113,0,0,1700000,1718512,434.8,0,23,169612,149,149,42
1711952,3045113,0,0,1700000,1711080,435.9,0,23,169954,149,149,46
1631096,3045113,0,0,1700000,1754752,433.7,0,23,170298,149,149,51
1725136,3045113,0,0,1700000,1757008,444.1,0,23,170552,133,133,59
1686168,3045113,0,0,1700000,1728608,431.3,0,23,170744,133,133,66
1671328,3045113,0,0,1700000,1776256,436.6,0,23,170901,148,148,68
1594840,3045113,0,0,1700000,1648688,397.4,0,23,171013,177,148,77
1788168,3045113,0,0,1700000,1836920,454.5,0,23,171131,191,191,84
1687776,3051831,0,0,1700000,1766968,440.9,0,23,171207,222,221,86
1716560,3051831,0,0,1700000,1710728,438.2,0,23,171304,257,244,83
1509976,3051831,0,0,1700000,1600072,421.7,0,23,171427,280,267,79
1717560,3051831,0,0,1700000,1762856,450.2,0,23,171541,280,280,78
1733360,3064093,0,0,1700000,1771976,446.0,0,23,171647,310,292,80
1701776,3064093,0,0,1700000,1745608,433.2,0,23,171695,310,310,81
1187936,2648376,0,0,1700000,1279088,372.8,0,23,171716,310,310,70
1785552,3064093,0,0,1700000,1843592,293.4,0,23,171782,470,470,103
1818328,3203387,0,0,1700000,1930224,437.7,0,23,171881,630,630,108
1747128,3206387,0,0,1700000,1832352,428.8,0,23,171952,790,790,116
1700304,3206387,0,0,1700000,1744464,436.9,0,23,171988,950,817,122
651664,3206387,0,0,1700000,699088,283.0,0,23,172050,1030,968,119
2040496,3232651,0,0,1700000,2082656,489.1,0,23,172112,1155,1124,125
1665912,3394650,0,0,1700000,1749848,415.9,0,23,172175,1284,1184,122
1679240,3394650,0,0,1700000,1722952,423.3,0,23,172240,1390,1251,120
1654952,3394650,0,0,1700000,1722776,425.9,0,23,172288,1405,1328,120
1705176,3394650,0,0,1700000,1758424,441.0,0,23,172351,1311,1311,118
1654744,3394650,0,0,1700000,1751520,431.5,0,23,172418,1253,1253,114
1683200,3394650,0,0,1700000,1739288,432.9,0,23,172483,1253,1253,108
1649432,3394650,0,0,1700000,1726216,433.0,0,23,172548,1209,1209,105
1714488,3394650,0,0,1700000,1765152,434.7,0,23,172610,1141,1141,105
1647456,3394650,0,0,1700000,1703024,427.6,0,23,172619,1094,1094,101
753872,2933978,0,0,1700000,787336,316.2,0,23,172689,1066,1094,107
2013008,3394650,0,0,1700000,2085336,454.5,0,23,172726,1226,1109,112
1653680,3394650,0,0,1700000,1677936,447.0,0,23,172754,1386,1149,112
1646416,3394650,0,0,1700000,1651912,408.6,0,23,172787,1546,1188,111
1715416,3394650,0,0,1700000,1751168,437.8,0,23,172836,1615,1250,116
1690920,3394650,0,0,1700000,1763952,434.5,0,23,172919,1745,1325,113
1666608,3394650,0,0,1700000,1770576,434.0,0,23,172984,1835,1387,114
1679128,3394650,0,0,1700000,1742712,434.1,0,23,173045,1920,1920,111
1728672,3394650,0,0,1700000,1741360,439.7,0,23,173107,1996,1983,114
1689744,3394650,0,0,1700000,1713408,429.4,0,23,173168,2042,2042,109
1741408,3394650,0,0,1700000,1773888,441.3,0,23,173229,2015,2015,104
1658744,3394650,0,0,1700000,1710128,426.8,0,23,173269,1975,1975,101
1688864,3394650,0,0,1700000,1760568,435.7,0,23,173269,1922,1922,103
1369312,3169696,0,0,1700000,1406672,308.1,0,23,173384,1922,1922,105
1837024,3394650,0,0,1700000,1983792,497.3,0,23,173425,1744,1744,21
1587840,3394650,0,0,1700000,1618424,427.0,0,23,173466,1877,1777,22
1634464,3394650,0,0,1700000,1692840,409.5,0,23,173496,1988,1823,124
1713448,3394650,0,0,1700000,1726352,425.2,0,23,173545,1927,1862,126
1725296,3394650,0,0,1700000,1781088,440.1,0,23,173605,1927,1886,126
1665536,3394650,0,0,1700000,1751272,432.7,0,23,173667,1762,1762,115
1665376,3394650,0,0,1700000,1741992,430.4,0,23,173690,1715,1715,111
1744752,3394650,0,0,1700000,1803672,355.0,0,23,173766,1581,1581,108
1811304,3394650,0,0,1700000,1862576,461.2,0,23,173800,1530,1530,109
1718752,3394650,0,0,1700000,1714048,436.7,0,23,173845,1400,1400,109
1693704,3394650,0,0,1700000,1743264,436.5,0,23,173917,1248,1248,107
1743864,3394650,0,0,1700000,1717792,431.0,0,23,173959,1164,1164,107
1686200,3394650,0,0,1700000,1705520,432.2,0,23,174031,1071,1071,106
1738512,3394650,0,0,1700000,1737216,438.5,0,23,174094,982,982,104
1692160,3394650,0,0,1700000,1755288,434.3,0,23,174119,905,905,98
1286968,2715720,0,0,1700000,1353944,378.8,0,23,174119,905,905,98
1054792,3169696,0,0,1700000,1094640,219.0,0,23,174207,867,867,109
1772192,3394650,0,0,1700000,1774584,465.7,0,23,174237,1027,902,108
1833536,3394650,0,0,1700000,1882944,490.1,0,23,174266,1187,936,110
1672320,3394650,0,0,1700000,1631376,417.4,0,23,174296,1347,970,114
1612088,3394650,0,0,1700000,1689456,426.5,0,23,174332,1507,999,113
1627960,3394650,0,0,1700000,1689168,418.8,0,23,174390,1667,1340,112
1652752,3394650,0,0,1700000,1736008,433.2,0,23,174457,1883,1417,108
1625248,3394650,0,0,1700000,1723600,431.9,0,23,174512,1989,1493,108
1671696,3394650,0,0,1700000,1752408,433.6,0,23,174571,2011,1567,106
1676952,3394650,0,0,1700000,1762232,435.9,0,23,174622,1950,1642,107
1672216,3394650,0,0,1700000,1734968,431.8,0,23,174683,1913,1709,106
1651304,3394650,0,0,1700000,1736032,435.0,0,23,174740,1838,1803,100
1692112,3394650,0,0,1700000,1763984,434.1,0,23,174784,1748,1748,98
1680120,3394650,0,0,1700000,1787240,433.4,0,23,174842,1637,1637,98
1655496,3394650,0,0,1700000,1738480,431.2,0,23,174895,1532,1532,98
1684088,3394650,0,0,1700000,1762944,441.4,0,23,174946,1427,1427,99
1661504,3394650,0,0,1700000,1739272,432.2,0,23,174996,1330,1330,93
1684344,3394650,0,0,1700000,1750112,436.9,0,23,175061,1216,1216,92
1682040,3394650,0,0,1700000,1760880,434.2,0,23,175123,1105,1105,89
1644616,3394650,0,0,1700000,1763280,430.8,0,23,175184,1015,1015,86
1685088,3394650,0,0,1700000,1908096,452.7,0,23,175246,945,945,81
1595240,3609036,0,0,1700000,2221400,555.8,0,23,175307,880,880,82
1626472,3638599,0,0,1700000,2209552,542.6,0,23,175368,835,835,77
1596320,3697843,0,0,1700000,2218448,551.1,0,23,175429,804,804,73
1626680,3697843,0,0,1700000,2251416,553.8,0,23,175490,783,783,67
1598576,3697843,0,0,1700000,2214104,551.9,0,23,175551,753,753,61
1679512,3697843,0,0,1700000,1755832,446.9,0,23,175622,689,689,57
1648344,3697843,0,0,1700000,1733224,432.5,0,23,175713,579,579,54
1684264,3697843,0,0,1700000,1778696,440.2,0,23,175835,524,524,48
1644736,3697843,0,0,1700000,1742560,434.0,0,23,175957,480,480,43
1677936,3697843,0,0,1700000,1739344,434.3,0,23,176114,446,446,40
1743032,3697843,0,0,1700000,1750728,436.4,0,23,176287,431,431,37
1695768,3697843,0,0,1700000,1757000,434.6,0,23,176481,408,408,32
1698944,3697843,0,0,1700000,1722016,434.0,0,23,176724,386,386,27
1675352,3697843,0,0,1700000,1755392,438.9,0,23,176940,368,368,55
1719920,3697843,0,0,1700000,1707952,430.2,0,23,177244,334,334,44
1683792,3697843,0,0,1700000,1719464,435.9,0,23,177533,334,334,43
1668640,3697843,0,0,1700000,1749432,428.8,0,23,177812,334,334,43
1722064,3697843,0,0,1700000,1759432,446.4,0,23,178080,313,313,43
1679824,3697843,0,0,1700000,1769800,436.7,0,23,178327,313,313,44
1708520,3697843,0,0,1700000,1741048,437.2,0,23,178530,294,294,48
1659072,3697843,0,0,1700000,1750888,434.9,0,23,178714,294,294,47
