th,delay,loss
2206960,158,0
2244400,158,0
2198272,158,0
2213928,158,0
2214560,158,0
2160096,158,1
2176728,158,0
2184528,158,0
2159192,158,1
2110784,121,1
2038448,121,0
2170384,121,0
2182112,121,0
2204272,121,0
2328640,121,0
2205992,121,0
711704,158,0
2571400,203,0
1958736,239,0
1545088,271,0
1671600,276,0
2307048,299,1
2221280,299,0
2201576,316,0
2149104,316,0
2222760,316,0
2196800,316,0
1641984,293,0
1746384,273,0
1737616,256,0
1755312,256,0
1741320,239,0
1766632,239,0
1740952,216,1
1780632,195,0
1715016,195,0
1744928,179,0
1729368,179,0
1765840,179,1
1740976,158,0
1747744,123,0
1755112,123,0
1731352,123,0
1747760,123,0
1738496,139,0
1749280,139,0
2251776,139,0
2217592,139,0
2211600,139,0
2236536,139,0
2185992,139,0
2192200,139,0
1708392,139,0
1772928,139,0
